year,temperature,population,co2,co2_per_capita,coal_co2,coal_co2_per_capita,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,share_global_co2,share_global_coal_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,co2_growth_abs,co2_growth_prct,gdp,co2_per_gdp,co2_including_luc,co2_including_luc_per_capita,co2_including_luc_per_gdp,cumulative_co2_including_luc,cumulative_luc_co2,land_use_change_co2,land_use_change_co2_per_capita,share_global_co2_including_luc,share_global_cumulative_co2_including_luc,share_global_cumulative_luc_co2,share_global_luc_co2,co2_including_luc_growth_abs,co2_including_luc_growth_prct,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,share_global_cumulative_oil_co2,share_global_oil_co2,cement_co2,cement_co2_per_capita,cumulative_cement_co2,share_global_cement_co2,share_global_cumulative_cement_co2,share_global_cumulative_gas_co2,share_global_gas_co2,cumulative_other_co2,other_co2_per_capita,other_industry_co2,share_global_cumulative_other_co2,share_global_other_co2,share_global_cumulative_flaring_co2,share_global_flaring_co2,co2_including_luc_per_unit_energy,co2_per_unit_energy,energy_per_capita,energy_per_gdp,primary_energy_consumption,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
1879,-0.04,50222152,175.46896362304688,3.4938559532165527,167.60601806640625,3.3372926712036133,2468.806884765625,2416.825927734375,0.0,0.0,51.98093032836914,0.0,0.0,0.0,0.0,7.86294412612915,0.15656326711177826,23.245010375976562,22.582096099853516,13.901355743408203,13.671277046203613,31.565359115600586,21.935070037841797,282359398400.0,0.6214383244514465,1832.3663330078125,36.48522186279297,6.489482402801514,33607.28515625,31308.66015625,1656.8974609375,32.99136734008789,47.96864700317383,36.22393798828125,39.342613220214844,54.0576171875,81.94534301757812,4.6814680099487305,29.09002113342285,0.0025908020325005054,0.013572507537901402,0.01666485145688057,0.0005015413044020534,63.90244674682617,62.11034393310547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,-0.06,51403129,198.68423461914062,3.8652167320251465,188.30029296875,3.6632068157196045,2667.490966796875,2605.126220703125,0.0,0.0,62.364707946777344,0.0,0.0,0.0,0.0,10.38377571105957,0.20200669765472412,23.273181915283203,22.461076736450195,14.331198692321777,14.069239616394043,23.215280532836914,13.230419158935547,315651588096.0,0.6294416189193726,1714.1512451171875,33.34721755981445,5.430517196655273,35321.4375,32824.12890625,1515.467041015625,29.481998443603516,43.34766387939453,36.515159606933594,39.70009231567383,48.874664306640625,-118.21504211425781,-6.451493263244629,29.206323623657227,0.002695930190384388,0.014246498234570026,0.017467733472585678,0.0005253053386695683,64.48745727539062,67.5847396850586,0.0001720000000204891,3.3460999020462623e-06,0.0001720000000204891,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,0.0,52612396,210.19290161132812,3.9951212406158447,199.2776336669922,3.7876555919647217,2877.68408203125,2804.404052734375,0.0,0.0,73.2797622680664,0.0,0.0,0.0,0.0,10.915056228637695,0.20746168494224548,23.82045555114746,23.033552169799805,14.760700225830078,14.469391822814941,11.508655548095703,5.792438983917236,326883213312.0,0.6430213451385498,1636.5513916015625,31.10581398010254,5.006532192230225,36957.98828125,34250.484375,1426.3585205078125,27.110692977905273,41.12620162963867,36.69735336303711,39.929603576660156,46.057106018066406,-77.59986877441406,-4.52701473236084,29.263076782226562,0.002803419018164277,0.014896142296493053,0.01824888400733471,0.000549323100131005,64.30829620361328,63.30350875854492,0.00020799999765586108,3.953441137127811e-06,0.0003800000122282654,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,-0.18,53850630,235.39395141601562,4.371238708496094,223.26217651367188,4.1459527015686035,3113.078125,3027.666015625,0.0,0.16487999260425568,85.24638366699219,0.0,0.0,0.16487999260425568,0.0030618025921285152,11.96662425994873,0.2222188264131546,25.25897789001465,24.458581924438477,15.239641189575195,14.918689727783203,25.2010555267334,11.989486694335938,347742863360.0,0.6769195795059204,1661.6058349609375,30.8558292388916,4.778260231018066,38619.59375,35676.6953125,1426.2119140625,26.48459243774414,40.6086311340332,36.85006332397461,40.11457061767578,45.13566589355469,25.05446434020996,1.5309333801269531,29.31859588623047,0.0029155886732041836,0.01556512713432312,0.01905427686870098,0.0005735617014579475,64.14799499511719,63.18351364135742,0.0002699999895412475,5.013868758396711e-06,0.0006500000017695129,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1883,-0.16,55118525,253.882568359375,4.606120586395264,244.4951934814453,4.435808181762695,3366.960693359375,3272.161376953125,0.0,0.5459309816360474,94.25236511230469,0.0,0.0,0.3810510039329529,0.0069133020006120205,9.005982398986816,0.1633930206298828,25.617990493774414,25.09833526611328,15.719844818115234,15.384941101074219,18.488624572753906,7.854330539703369,356232986624.0,0.7126868963241577,1688.375244140625,30.63172149658203,4.739525318145752,40307.96875,37111.1875,1434.49267578125,26.02560043334961,40.089012145996094,36.97519302368164,40.269290924072266,44.54207229614258,26.769407272338867,1.6110539436340332,29.370529174804688,0.0030298696365207434,0.016253899782896042,0.01988176442682743,0.0005979949492029846,63.090579986572266,54.57522201538086,0.0003480000013951212,6.313666744972579e-06,0.0009980000322684646,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1884,-0.31,56416253,267.5895690917969,4.743129253387451,257.3007507324219,4.560755729675293,3634.550048828125,3529.4619140625,0.0,1.7184109687805176,103.36840057373047,0.0,0.0,1.1724799871444702,0.02078266255557537,9.116031646728516,0.16158521175384521,26.700902938842773,26.183603286743164,16.210681915283203,15.861839294433594,13.706992149353027,5.398952960968018,362653646848.0,0.7378653883934021,1678.412841796875,29.750518798828125,4.628142356872559,41986.3828125,38522.01171875,1410.8231201171875,25.007389068603516,39.563079833984375,37.0721321105957,40.38042449951172,43.5412712097168,-9.962495803833008,-0.590062141418457,29.41741180419922,0.0031457426957786083,0.016945725306868553,0.02071407064795494,0.0006226031691767275,61.63346862792969,49.75299835205078,0.0003330000035930425,5.902554221393075e-06,0.0013310000067576766,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1885,-0.4,57744514,272.1622619628906,4.71321439743042,260.3125305175781,4.508004665374756,3906.71240234375,3789.774658203125,0.0,5.433706760406494,111.50247955322266,0.0,0.0,3.7152960300445557,0.06434024125337601,8.134079933166504,0.14086325466632843,26.955530166625977,26.374210357666016,16.673704147338867,16.308330535888672,4.572703838348389,1.7088532447814941,365398851584.0,0.744836151599884,1661.367919921875,28.77100944519043,4.546724319458008,43647.75,39911.21875,1389.2056884765625,24.05779457092285,39.05854034423828,37.14403533935547,40.460838317871094,42.82567596435547,-17.044864654541016,-1.0155320167541504,29.455699920654297,0.003261902602389455,0.017636679112911224,0.021545955911278725,0.0006473733228631318,59.73112106323242,42.90286636352539,0.00034500000765547156,5.974593477731105e-06,0.0016759999562054873,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1886,-0.21,59104027,287.4631652832031,4.863681793212891,269.0621643066406,4.552349090576172,4194.17529296875,4058.836669921875,0.0,13.109786987304688,122.22700500488281,0.0,0.0,7.676079750061035,0.1298740655183792,10.724528312683105,0.1814517378807068,28.032184600830078,27.014955520629883,17.14998435974121,16.748348236083984,15.300895690917969,5.621969699859619,376420564992.0,0.7636755108833313,1671.6490478515625,28.283166885375977,4.440907955169678,45319.3984375,41295.40625,1384.1859130859375,23.419485092163086,38.897727966308594,37.20590591430664,40.51998519897461,42.30301284790039,10.281087875366211,0.6188273429870605,29.49725341796875,0.0033804853446781635,0.01833774708211422,0.02239053137600422,0.0006722990074194968,58.62260437011719,49.140830993652344,0.00037399999564513564,6.327826213237131e-06,0.002050000010058284,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1887,-0.26,60495526,307.3808288574219,5.081050872802734,284.82470703125,4.708194732666016,4501.55615234375,4343.66162109375,0.0,24.896875381469727,132.99549865722656,0.0,0.0,11.787088394165039,0.19484230875968933,10.768495559692383,0.17800483107566833,28.54688835144043,27.347854614257812,17.630611419677734,17.185102462768555,19.91766357421875,6.928765773773193,393366405120.0,0.7814110517501831,1709.4837646484375,28.258020401000977,4.345779895782471,47028.8828125,42697.5078125,1402.1029052734375,23.176969528198242,38.8292236328125,37.262535095214844,40.571754455566406,42.158203125,37.83475112915039,2.263319492340088,29.53683853149414,0.003499779151752591,0.019059421494603157,0.023256581276655197,0.0006973803392611444,57.33058547973633,45.858646392822266,0.0005559999844990671,9.19076228456106e-06,0.002606000052765012,100.0,100.0,100.0,99.99999237060547,,,,,,,,,,,,,,,,,,,,,,,,,
1888,-0.15,61919765,373.8750915527344,6.038057327270508,346.5740966796875,5.597148418426514,4875.431640625,4690.2353515625,0.0,41.67066955566406,143.5221710205078,0.0,0.0,16.773792266845703,0.2708956003189087,10.52667236328125,0.17000503838062286,31.35820770263672,30.112876892089844,18.243038177490234,17.748123168945312,66.49427032470703,21.632539749145508,391556464640.0,0.9548434019088745,1760.95556640625,28.439311981201172,4.497322082519531,48789.83984375,44084.58984375,1387.0804443359375,22.401254653930664,38.9904670715332,37.32223129272461,40.60715866088867,41.727962493896484,51.471744537353516,3.0109524726867676,29.586227416992188,0.0036311671137809753,0.01980576664209366,0.02415955811738968,0.0007226241286844015,55.94077682495117,42.824562072753906,0.0005409999866969883,8.737113603274338e-06,0.0031469999812543392,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1889,0.02,63326138,335.5423889160156,5.29863977432251,309.77655029296875,4.891764163970947,5210.9736328125,5000.01220703125,0.0,53.89743423461914,157.06065368652344,0.0,0.0,12.226767539978027,0.19307616353034973,13.538479804992676,0.21378976106643677,28.154264450073242,26.909832000732422,18.666162490844727,18.130558013916016,-38.33270263671875,-10.252809524536133,415860031488.0,0.8068637847900391,1701.0052490234375,26.86103057861328,4.090331554412842,50490.84375,45450.05078125,1365.462890625,21.56239128112793,37.487552642822266,37.32777786254883,40.61328887939453,40.81222152709961,-59.9502067565918,-3.404414653778076,29.581199645996094,0.0037509407848119736,0.020525086671113968,0.02502407133579254,0.0007480437634512782,55.115135192871094,47.65836715698242,0.000582000007852912,9.190517630486283e-06,0.003728999989107251,100.0,100.0,100.0,99.99999237060547,,,,,,,,,,,,,,,,,,,,,,,,,
1890,-0.26,64713188,401.7472839355469,6.208120822906494,372.2699890136719,5.7526140213012695,5612.72119140625,5372.28173828125,0.0,65.58548736572266,174.84921264648438,0.0,0.0,11.688053131103516,0.18061316013336182,17.788557052612305,0.2748830318450928,30.94033432006836,29.73121452331543,19.211685180664062,18.63438606262207,66.20489501953125,19.730710983276367,421879382016.0,0.9522799849510193,1842.9818115234375,28.479228973388672,4.368504047393799,52333.82421875,46891.28515625,1441.234375,22.271108627319336,38.67673873901367,37.37368392944336,40.64216995239258,41.57448196411133,141.9764404296875,8.346616744995117,29.600448608398438,0.0038837927859276533,0.02129480242729187,0.025953175500035286,0.0007745814509689808,54.705448150634766,51.33624267578125,0.0006649999995715916,1.0276112334395293e-05,0.004393999930471182,100.0,100.0,100.0,99.99999237060547,,,,,,,,,,,,,,,,,,,,,,,,,
1891,-0.1,66079404,427.424560546875,6.468348026275635,397.2252197265625,6.011331558227539,6040.14599609375,5769.50732421875,0.0,74.53297424316406,196.1004180908203,0.0,0.0,8.947487831115723,0.13540509343147278,21.25119972229004,0.3216009736061096,31.454322814941406,30.34351348876953,19.75581169128418,19.142976760864258,25.67728042602539,6.391406059265137,440079351808.0,0.9712443351745605,1891.8154296875,28.629426956176758,4.298805236816406,54225.640625,48355.67578125,1464.390869140625,22.16107940673828,38.43025207519531,37.409568786621094,40.65559387207031,41.09012985229492,48.83366394042969,2.649712562561035,29.62228775024414,0.0040204571560025215,0.02208908274769783,0.026910923421382904,0.0008013840415515006,54.40419387817383,52.04600143432617,0.0006839999696239829,1.0351182936574332e-05,0.005078000016510487,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1892,-0.16,67423217,450.44921875,6.68092155456543,423.0454406738281,6.274477005004883,6490.5947265625,6192.552734375,0.0,82.3079833984375,215.7284698486328,0.0,0.0,7.775008201599121,0.1153164803981781,19.628047943115234,0.2911170423030853,32.877384185791016,31.99785041809082,20.318599700927734,19.683181762695312,23.024639129638672,5.386829376220703,482816884736.0,0.9329607486724854,1910.77294921875,28.339984893798828,3.957552194595337,56136.4140625,49816.0,1460.3238525390625,21.65906524658203,38.45205307006836,37.444122314453125,40.653202056884766,40.574161529541016,18.95756721496582,1.0020852088928223,29.64760971069336,0.0041564833372831345,0.022892316803336143,0.027877263724803925,0.0008284638170152903,53.84360122680664,48.81794357299805,0.0007280000136233866,1.07974674392608e-05,0.005805999971926212,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1893,-0.31,68743000,454.0948486328125,6.605688571929932,428.1054382324219,6.2276225090026855,6944.689453125,6620.658203125,0.0,89.5956802368164,234.4295196533203,0.0,0.0,7.28769588470459,0.10601364821195602,18.7010555267334,0.27204304933547974,33.545494079589844,32.83436965942383,20.8563175201416,20.206514358520508,3.645632028579712,0.8093357086181641,459473420288.0,0.9882940649986267,1947.13818359375,28.324893951416016,4.237760066986084,58083.5546875,51309.04296875,1493.0433349609375,21.719205856323242,38.779205322265625,37.487388610839844,40.65488052368164,40.711002349853516,36.36518478393555,1.9031643867492676,29.681884765625,0.004289674572646618,0.02371160313487053,0.02885711006820202,0.0008558323606848717,52.89421081542969,43.953948974609375,0.0006649999995715916,9.673712156654801e-06,0.006471000146120787,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1894,-0.2,70088593,425.05035400390625,6.064472675323486,399.37579345703125,5.698156833648682,7369.740234375,7020.0341796875,0.0,96.29352569580078,253.40553283691406,0.0,0.0,6.697849750518799,0.09556262940168381,18.97602081298828,0.27074334025382996,30.34214973449707,29.529638290405273,21.239280700683594,20.576093673706055,-29.044479370117188,-6.396126747131348,446220992512.0,0.952555775642395,1922.380615234375,27.427867889404297,4.308135986328125,60005.93359375,52806.375,1497.330322265625,21.36339569091797,37.66644287109375,37.49309539794922,40.648677825927734,40.4373664855957,-24.757503509521484,-1.2714803218841553,29.67558479309082,0.004416551440954208,0.024519015103578568,0.0298190675675869,0.0008835001499392092,52.2586784362793,45.504295349121094,0.0006949999951757491,9.916021554090548e-06,0.007166000083088875,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1895,99.0,71460501,479.9480895996094,6.716270923614502,452.372314453125,6.330382823944092,7849.68798828125,7472.40673828125,0.0,103.33567810058594,273.9384460449219,0.0,0.0,7.042153835296631,0.098546102643013,20.532899856567383,0.287332147359848,32.313804626464844,31.641273498535156,21.693866729736328,21.02113151550293,54.897727966308594,12.915587425231934,500098695168.0,0.9597067832946777,1975.373046875,27.642866134643555,3.9499664306640625,61981.30859375,54301.796875,1495.425048828125,20.92659568786621,37.77972412109375,37.50216293334961,40.62907028198242,39.94845199584961,52.99238204956055,2.7566075325012207,29.680925369262695,0.004554427228868008,0.025348730385303497,0.030814632773399353,0.0009114769054576755,51.35268783569336,42.301795959472656,0.0007259999983943999,1.0159458724956494e-05,0.007891999557614326,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1896,-0.06,72859236,480.8824768066406,6.600157737731934,450.1959228515625,6.178982257843018,8330.5703125,7922.60205078125,0.0,110.18364715576172,297.7762451171875,0.0,0.0,6.847963809967041,0.09398896247148514,23.83780288696289,0.32717612385749817,31.3543758392334,30.536638259887695,22.086688995361328,21.40005874633789,0.9343680143356323,0.19468069076538086,489991405568.0,0.9814099669456482,1988.545166015625,27.292972564697266,4.058326721191406,63969.84765625,55809.4609375,1507.6627197265625,20.69281578063965,37.44688415527344,37.50044250488281,40.60961151123047,39.92109298706055,13.172096252441406,0.6668210029602051,29.673912048339844,0.004691295325756073,0.026181669905781746,0.03181273490190506,0.0009397715330123901,50.813629150390625,45.34375762939453,0.0007909999694675207,1.0856550943572074e-05,0.00868299975991249,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1897,0.1,74285324,500.2871398925781,6.7346696853637695,469.4648742675781,6.3197526931762695,8830.8583984375,8392.0673828125,0.0,117.4712905883789,321.3099365234375,0.0,0.0,7.287642955780029,0.09810340404510498,23.53369903564453,0.3168014585971832,31.145299911499023,30.41597557067871,22.456716537475586,21.76090431213379,19.404672622680664,4.03522253036499,536744984576.0,0.9320760369300842,2026.1600341796875,27.275373458862305,3.774902582168579,65996.0078125,57335.33203125,1525.8729248046875,20.54070472717285,37.37519454956055,37.496585845947266,40.59310531616211,39.9984016418457,37.61484909057617,1.8915772438049316,29.659414291381836,0.00482786213979125,0.02702748402953148,0.03282373771071434,0.0009683919488452375,50.083587646484375,42.3795051574707,0.0009139999747276306,1.2303910807531793e-05,0.009596999734640121,100.0,100.0,99.99999237060547,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1898,-0.2,75739298,545.3214721679688,7.199980735778809,515.3526000976562,6.804296016693115,9376.1787109375,8907.419921875,0.0,125.93146514892578,342.817626953125,0.0,0.0,8.460175514221191,0.11170127242803574,21.507680892944336,0.2839698791503906,32.18629837036133,31.64328384399414,22.858598709106445,22.16133689880371,45.03433609008789,9.00169563293457,547964944384.0,0.995175838470459,2091.49267578125,27.61436653137207,3.8168365955352783,68087.5078125,58881.5078125,1546.1712646484375,20.414386749267578,37.750911712646484,37.50434875488281,40.58274459838867,40.2022819519043,65.33273315429688,3.224456310272217,29.653703689575195,0.0049736881628632545,0.027897054329514503,0.03386808559298515,0.0009973453124985099,49.063663482666016,37.61885452270508,0.001006999984383583,1.3295607459440362e-05,0.010603999719023705,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1899,-0.18,77231772,625.5339965820312,8.099438667297363,592.4505004882812,7.671072006225586,10001.712890625,9499.8701171875,0.0,136.83554077148438,364.9958190917969,0.0,0.0,10.904064178466797,0.14118625223636627,22.178192138671875,0.2871640920639038,33.79806900024414,33.28634262084961,23.33089256286621,22.633089065551758,80.2125473022461,14.709222793579102,597660532736.0,1.0466376543045044,2195.85107421875,28.431964874267578,3.674077272415161,70283.3515625,60451.82421875,1570.3170166015625,20.33252716064453,38.26493453979492,37.527652740478516,40.577754974365234,40.39142990112305,104.35826873779297,4.989659786224365,29.659103393554688,0.005129100289195776,0.028806563466787338,0.03496230021119118,0.0010266377357766032,48.104736328125,36.94376754760742,0.001290000043809414,1.6702970242477022e-05,0.011893999762833118,100.0,100.0,100.00000762939453,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1900,-0.05,78763706,662.7384033203125,8.414261817932129,626.5440063476562,7.954730033874512,10664.4521484375,10126.4140625,0.0,148.37713623046875,389.6471862792969,0.0,0.0,11.541600227355957,0.1465345025062561,24.651391983032227,0.3129790723323822,33.9481201171875,33.44498825073242,23.793331146240234,23.09502601623535,37.20441436767578,5.947625637054443,613998133248.0,1.0793818235397339,2173.112548828125,27.59027862548828,3.5392820835113525,72456.46875,61962.1953125,1510.3741455078125,19.176015853881836,36.492191314697266,37.49574279785156,40.503318786621094,37.73295974731445,-22.738431930541992,-1.0355174541473389,29.643463134765625,0.005286502651870251,0.029721522703766823,0.03606430068612099,0.0010562746319919825,47.169246673583984,36.62386703491211,0.001395000028423965,1.7711203327053227e-05,0.013288999907672405,100.0,100.0,100.00001525878906,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1901,-0.08,80336086,721.5275268554688,8.981363296508789,681.5406494140625,8.483617782592773,11385.978515625,10807.9541015625,0.0,161.23777770996094,416.7718200683594,0.0,0.0,12.860639572143555,0.16008546948432922,27.124591827392578,0.3376389443874359,35.7768440246582,35.328880310058594,24.309314727783203,23.610599517822266,58.789119720458984,8.870637893676758,683106041856.0,1.0562453269958496,2192.257080078125,27.288572311401367,3.2092485427856445,74648.7265625,63432.92578125,1470.7296142578125,18.30721092224121,36.123626708984375,37.45396041870117,40.39475631713867,36.296226501464844,19.144447326660156,0.8809685707092285,29.623992919921875,0.005455207545310259,0.03063710406422615,0.03717859089374542,0.0010862789349630475,46.2662239074707,36.28695297241211,0.0016659999964758754,2.073787800327409e-05,0.014955000020563602,100.0,100.0,100.00001525878906,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
1902,-0.27,81949920,764.4957275390625,9.328816413879395,715.9309692382812,8.736200332641602,12150.474609375,11523.8857421875,0.0,174.93014526367188,451.64208984375,0.0,0.0,13.692367553710938,0.16708214581012726,34.87028884887695,0.4255072772502899,36.97352600097656,36.283145904541016,24.84474754333496,24.13427734375,42.96819305419922,5.955171585083008,690126913536.0,1.107761025428772,2231.561279296875,27.230791091918945,3.2335517406463623,76880.28125,64899.9921875,1467.0655517578125,17.9019775390625,36.08067321777344,37.41262435913086,40.2730827331543,35.632286071777344,39.30419158935547,1.7928600311279297,29.603750228881836,0.005628591403365135,0.03156164288520813,0.03830692172050476,0.00111668580211699,46.00985336303711,43.15194320678711,0.002157999901100993,2.6333154892199673e-05,0.01711300015449524,100.0,100.0,99.99791717529297,99.9732437133789,,,,,,,,,,,,,,,,,,,,,,,,,
1903,-0.33,83606240,894.4069213867188,10.697848320007324,840.0416259765625,10.04759407043457,13044.8828125,12363.927734375,0.0,189.45423889160156,491.48077392578125,0.0,0.0,14.52409553527832,0.17372024059295654,39.83867263793945,0.4765035808086395,39.679203033447266,38.99909591674805,25.498353958129883,24.775897979736328,129.91116333007812,16.993057250976562,723766345728.0,1.2357674837112427,2339.085205078125,27.977401733398438,3.231823682785034,79219.3671875,66344.671875,1444.678466796875,17.27955436706543,36.639617919921875,37.38933563232422,40.140838623046875,34.98063278198242,107.52409362792969,4.818332195281982,29.60620880126953,0.00582738034427166,0.032526180148124695,0.03950107842683792,0.0011475208448246121,46.05406188964844,46.5612678527832,0.0025480000767856836,3.0476194297079928e-05,0.01966099999845028,100.0,100.0,99.99613952636719,99.97477722167969,,,,,,,,,,,,,,,,,,,,,,,,,
1904,-0.45,85296008,882.0575561523438,10.341135025024414,818.2703857421875,9.593302726745605,13926.939453125,13182.197265625,0.0,204.61581420898438,538.2698364257812,0.0,0.0,15.161568641662598,0.17775239050388336,46.789085388183594,0.5485495328903198,38.69099426269531,37.76637649536133,26.061159133911133,25.316442489624023,-12.34937572479248,-1.3807356357574463,714621845504.0,1.2342997789382935,2341.0625,27.446331024169922,3.2759456634521484,81560.4375,67803.6796875,1459.0047607421875,17.105194091796875,36.16820526123047,37.35314178466797,40.00861740112305,34.79654312133789,1.9770879745483398,0.0845193862915039,29.590238571166992,0.006020604632794857,0.033485718071460724,0.040685124695301056,0.0011788010597229004,46.272308349609375,48.69634246826172,0.0027489999774843454,3.2228941563516855e-05,0.02240999974310398,100.0,100.0,99.99463653564453,99.97583770751953,1.8337500095367432,0.0214986614882946,1.8337500095367432,100.00000762939453,100.00000762939453,,,,,,,,,,,,,,,,,,,,
1905,-0.24,87019897,986.482421875,11.336285591125488,913.4791870117188,10.497360229492188,14913.421875,14095.677734375,0.0,221.78164672851562,592.1233520507812,0.0,0.0,17.16584014892578,0.19726338982582092,53.85347366333008,0.6188638806343079,40.64092254638672,39.52499771118164,26.694622039794922,25.9202938079834,104.42489624023438,11.838781356811523,767532728320.0,1.285264253616333,2430.794677734375,27.933780670166016,3.1670241355895996,83991.2265625,69247.984375,1444.3121337890625,16.59749412536621,36.52070999145508,37.328514099121094,39.866127014160156,34.15562057495117,89.73235321044922,3.8329720497131348,29.592750549316406,0.006236503832042217,0.03448097035288811,0.0419280081987381,0.0012105341302230954,46.9833869934082,55.509422302246094,0.0035119999665766954,4.035858728457242e-05,0.025922000408172607,100.0,100.0,99.99340057373047,99.97865295410156,3.814199924468994,0.022758588194847107,1.9804500341415405,100.0,99.99999237060547,,,,,,,,,,,,,,,,,,,,
1906,-0.2,88778597,1035.47119140625,11.663522720336914,964.0496826171875,10.85903263092041,15948.8935546875,15059.7265625,0.0,240.7978057861328,642.3970336914062,0.0,0.0,19.016159057617188,0.21419757604599,50.27374267578125,0.5662822723388672,40.85126876831055,39.90795135498047,27.30904769897461,26.515220642089844,48.98873519897461,4.965996742248535,855994269696.0,1.2096706628799438,2463.07568359375,27.7440242767334,2.87744402885437,86454.3046875,70675.59375,1427.6043701171875,16.080501556396484,36.33658218383789,37.299503326416016,39.71764373779297,33.6400260925293,32.28083038330078,1.3279914855957031,29.587894439697266,0.006461938377469778,0.03548497334122658,0.043189629912376404,0.0012427185429260135,47.29854965209961,51.35601043701172,0.004497000016272068,5.0654100050451234e-05,0.0304189994931221,100.0,100.0,99.98934936523438,99.94223022460938,5.941349983215332,0.023960167542099953,2.127150058746338,99.99999237060547,100.0,,,,,,,,,,,,,,,,,,,,
1907,-0.38,90572810,1203.8614501953125,13.291643142700195,1115.24853515625,12.313282012939453,17152.75390625,16174.974609375,0.0,260.6639404296875,709.0853271484375,0.0,0.0,19.866146087646484,0.21933895349502563,66.68826293945312,0.7362945079803467,41.680511474609375,40.599430084228516,27.98630714416504,27.164976119995117,168.3903350830078,16.262197494506836,869070536704.0,1.3852287530899048,2633.37109375,29.07463264465332,3.0301005840301514,89087.671875,72105.1015625,1429.5096435546875,15.782988548278809,36.72858428955078,37.282371520996094,39.56892395019531,33.38800811767578,170.29554748535156,6.913936138153076,29.604000091552734,0.006721593905240297,0.036558620631694794,0.04455555975437164,0.0012753435876220465,47.98928451538086,55.845314025878906,0.004629999864846468,5.1119095587637275e-05,0.03504899889230728,100.0,100.0,99.98595428466797,99.9447021484375,7.995150089263916,0.022675679996609688,2.053800106048584,100.0,100.0,,,,,,,,,,,,,,,,,,,,
1908,-0.34,92403252,1052.8128662109375,11.393677711486816,959.7628173828125,10.386677742004395,18205.56640625,17134.73828125,0.0,280.3286437988281,780.6322631835938,0.0,0.0,19.664688110351562,0.21281380951404572,71.54692840576172,0.774290144443512,37.920013427734375,36.548187255859375,28.416799545288086,27.561321258544922,-151.04864501953125,-12.54701042175293,799355568128.0,1.3170770406723022,2483.7880859375,26.8798770904541,3.1072378158569336,91571.4609375,73536.078125,1430.97509765625,15.486198425292969,35.0321159362793,37.217529296875,39.4210319519043,33.173362731933594,-149.58309936523438,-5.680286884307861,29.5581111907959,0.00693533755838871,0.037558991461992264,0.04580271989107132,0.0013083897065371275,48.59663772583008,55.56640625,0.004712999798357487,5.1004699344048277e-05,0.03976200148463249,4.083878517150879,26.428010940551758,99.98301696777344,99.94413757324219,9.828900337219238,0.019845081493258476,1.8337500095367432,100.0,100.00000762939453,,,,,,,,,,,,,,,,,,,,
